drug_name,CanonicalSMILES,DepMap_ID,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,predicted ln(IC50),Top10 genes,Top10 pathways
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000693,KYSE-180,907318,ESCA,aero_digestive_tract,oesophagus,,-0.5285082,"IFNA13, RAB5B, KRT14, CCNG2, KRT13, CTNNA1, CALML3, PIK3R2, RYR1, PPP1CA",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000694,TE-9,946353,ESCA,aero_digestive_tract,oesophagus,,1.2547711,"PLA2G4E, FZD10, MAPK8IP1, HCAR2, KRT13, ARPC1B, PF4V1, TGFB3, ERCC8, PKN1",hsa04310
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000696,OVCAR-8,905991,OV,urogenital_system,ovary,,0.37780747,"PTGER1, ORC5, BRCA1, PLA2G4B, CSH2, ID2, GNGT2, CPT1B, IRF3, RB1",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000697,A3-KAW,910935,DLBC,blood,B_cell_lymphoma,,2.1440253,"NCK1, IL10, MAPK1, IFNGR2, CCR2, TUBA3E, GNA11, TGFB2, FZD4, MAP4K3",hsa04630
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000698,DMS-53,907295,SCLC,lung,lung_small_cell_carcinoma,,4.6298404,"GNAS, GNAI2, YWHAH, RHOA, GTF2E2, RAB5A, PARP2, IQGAP1, CD44, SEC13",hsa04210
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000699,HCC1395,749712,BRCA,breast,breast,,0.9034164,"ACTR3, CD40, PAK2, MAP3K7, EGLN2, ANAPC1, CYCS, BRCA1, PHLPP1, FRAT2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000702,L-1236,1330935,UNCLASSIFIED,blood,Hodgkin_lymphoma,,1.5289536,"TRAF2, EIF4EBP1, GTF2IRD1, CTBP2, CTNND1, PARD3, ETS2, SRC, SMAD3, CHEK2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000703,DMS-79,753551,SCLC,lung,lung_small_cell_carcinoma,,1.9570438,"VDAC1, NOTCH2, TIMP1, SMAD3, PARD3, CDK6, IL4R, POLD4, ATXN1, ABCC4",hsa04020
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000704,OAW-42,910548,OV,urogenital_system,ovary,,2.904079,"PAK5, ENAH, TGFBR1, KRT25, ANAPC7, TCL1B, NOS1, CLDN16, FGF18, MYD88",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000706,EKVX,905970,LUAD,lung,lung_NSCLC_adenocarcinoma,,0.23359005,"PRPF19, PPP2CA, RAD51B, HK2, RPS6KA5, SEH1L, FKBP5, EIF4EBP1, CDK4, TFDP2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000711,JIMT-1,1298157,BRCA,breast,breast,,0.14030425,"OXTR, CYP8B1, ANAPC4, TNFRSF18, CCNH, CDK4, STIM2, HCAR1, PIK3CB, UBE2D2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000716,TT2609-C02,1240223,THCA,thyroid,thyroid,,4.3095555,"SUCNR1, GABBR2, FGF5, FZD1, RSPO2, PTPRB, BDKRB1, CRLF2, GNG11, IKBKG",hsa04024
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000717,COLO-680N,906817,ESCA,aero_digestive_tract,oesophagus,,0.81261605,"HCAR3, HCAR2, TPTEP2-CSNK1E, OLR1, GP1BA, CHAD, RYR1, NTF4, KRT34, TNFRSF18",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000719,RMG-I,909699,UNCLASSIFIED,urogenital_system,ovary,,1.4460315,"DBF4, TOPBP1, GTF2I, MCM7, HSPA8, MAP4K2, MCM6, RPA1, ATR, YWHAG",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000720,TCCSUP,687459,BLCA,urogenital_system,bladder,,2.9208975,"CUL3, BUB1, MAD2L1, ID2, CCNA2, FKBP4, RNF7, SGK3, FZD3, IL17D",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000722,SNU-C1,910905,COREAD,digestive_system,large_intestine,,4.006572,"FABP2, FABP1, PLA2G4F, NTRK2, WNT11, CFTR, PRKACG, VAV2, RDX, APC",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000724,HT-1376,907066,BLCA,urogenital_system,bladder,,1.7401879,"LAMB4, SMURF1, RUVBL1, IL2RB, CCL17, CHRM5, CCL5, CHD8, CD40LG, ITGAD",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000725,HCC202,1290906,BRCA,breast,breast,,2.7266073,"CALML5, CXCR6, CNGA2, P2RX2, CHRM1, ADCY2, SMC1B, CXCL17, UBE2Z, SMC1A",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000729,NCI-H1963,688010,SCLC,lung,lung_small_cell_carcinoma,,2.8256128,"WEE2, CNGB1, CER1, KSR2, GNG3, PAK5, PDE1A, CACNA1E, GRM5, COL9A2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000730,SK-MEL-5,905956,SKCM,skin,melanoma,,3.5855925,"TYR, DCT, ADCY2, PLA1A, TYRP1, GHR, EDNRB, FGF7, TBC1D7, ITGA9",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000733,NCI-H1838,687807,LUAD,lung,lung_NSCLC_adenocarcinoma,,1.2398025,"RPS6, ATF6B, CSF2, CD44, RAC1, CAMK2G, HDAC1, MCM6, LAMB4, PPP3CB",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000738,GB-1,687568,GBM,nervous_system,glioma,,1.7022558,"KLHL9, PMAIP1, IL4R, CD55, SRC, TNFRSF10A, LTBR, SGK3, ME1, LYN",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000740,A253,906794,UNCLASSIFIED,aero_digestive_tract,head_and_neck,,1.7753158,"EIF2AK3, ADCY4, KRT14, KRT24, TPCN2, CALML5, TRAF6, WNT3A, SMC1B, TNFRSF18",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000743,COR-L95,1297439,SCLC,lung,lung_small_cell_carcinoma,,3.2242665,"ERBB4, EFNA4, MYC, CDK7, MYL12A, CDK6, ACVR2A, IL4R, CD99, ADCY7",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000744,NCI-H1623,687798,LUAD,lung,lung_NSCLC_adenocarcinoma,,2.97115,"TACR1, RBPJL, INHA, GTSE1, CGA, IBSP, TRDN, CNGB3, FZD10, NRG4",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000745,MOLP-8,1330950,MM,blood,myeloma,,1.8505114,"HSP90AA1, RAD54B, HK1, CTBP2, FLNB, KLHL9, SOCS6, GNAQ, MAPK1, CTNND1",hsa04151
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000747,NCI-H1703,908474,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,,-0.62134916,"THEM4, SLC2A1, IGF1R, AIFM2, CTSZ, TAF10, TRAF6, TUBA4A, IRF7, CD44",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000748,SJSA-1,909717,UNCLASSIFIED,bone,bone_other,,1.1209879,"E2F5, MKNK2, TUBA4A, PHKA1, TNFRSF10A, RALGDS, MAPK12, EFNA3, MYC, FKBP5",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000749,DMS-273,687985,SCLC,lung,lung_small_cell_carcinoma,,3.0319345,"PIAS1, CCL13, TMSB4X, JAK2, PTPRF, PIK3R1, HLA-DPB1, CD8B, ADCYAP1R1, CNTN2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000750,LOXIMVI,905974,SKCM,skin,melanoma,,-0.23501378,"TIRAP, AIFM2, IL13RA1, PSEN2, F11R, TUBA4A, LAMA5, STAG2, LYN, PHKA1",hsa04151
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000751,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,,1.4375168,"MAP2K1, FSHB, GNA12, UBC, CUL2, SLC7A5, BUB1, RAC2, CSNK2A3, CXCL16",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000752,NCI-H196,1240186,SCLC,lung,lung_small_cell_carcinoma,,2.446758,"BID, CTBP2, F11R, AFDN, FRAT2, E2F5, LYN, TAF4B, NECTIN1, EIF4E2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000754,L-428,907322,UNCLASSIFIED,blood,Hodgkin_lymphoma,,2.5825245,"BID, CHEK2, TNFRSF1A, GTF2IRD1, ACVR1B, ATP6V1G1, PARD3, GNAQ, CTNND1, RHEB",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000755,HCC2218,749716,BRCA,breast,breast,,2.807664,"EDARADD, CALML5, ADCY5, SELE, ADCY2, RPS6KB1, UBE2Z, CARD14, GHR, PRKCD",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000756,GI-1,906871,LGG,nervous_system,glioma,,1.1609645,"ADCY8, P2RX4, CAMK2A, MAP3K1, TNFRSF10A, MKNK1, LTBR, MYD88, RB1, LAMA5",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000757,A427,910851,UNCLASSIFIED,lung,lung_NSCLC_not_specified,,2.7612529,"GCG, FGF20, WNT16, CALML3, AKT1, CCR3, FGF21, EDARADD, GRIN3B, GADD45G",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000759,MDA-MB-175-VII,908120,BRCA,breast,breast,,2.735567,"SELE, PLA2G2F, LEP, ADCY5, SCUBE2, CXCL17, CACNA1I, P2RX2, TGIF2, EFNA1",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000763,MM1S,1659818,MM,blood,myeloma,,2.44892,"PFKP, NUMB, ACTN1, GNG10, PTK2, NECTIN2, ACVR1B, DIABLO, MYL5, GNA11",hsa04151
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000766,NCI-H1648,687799,LUAD,lung,lung_NSCLC_adenocarcinoma,,-1.212118,"SMAD2, STMN1, ANAPC10, CDC42, MAPK8, TAF12, TAF9B, RPA2, PPP3R1, WASF2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000767,NCI-H526,688025,SCLC,lung,lung_small_cell_carcinoma,,2.8629372,"GRM5, GNG13, CASQ2, RSPO4, CRHR2, RXRG, PRKACG, UBE2QL1, CACNA1B, P2RX2",hsa04020
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000768,MDA-MB-231,905960,BRCA,breast,breast,,0.4699653,"TAF12, KLHL9, WDR59, HMMR, GTF2E1, RBL2, DEPDC5, CHEK2, TLE4, EFNA3",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000769,LK-2,687787,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,,3.4564593,"UBE2I, MLST8, PLCB4, ADIPOQ, AFDN, FGF3, MAPK7, COP1, KRAS, EFNA1",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000770,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,,2.4077024,"SIGLEC1, AFDN, GNG11, ICAM2, PTK2, SLC25A4, GTF2IRD1, YES1, FN1, UBE2E3",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000775,NCI-H727,724855,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,,3.0158422,"EFNA4, GNA13, GTF2H4, NOTCH2, GTF2E1, CSNK2B, PKN3, RPS6, RAC3, FZD2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000776,ONS-76,909248,MB,nervous_system,medulloblastoma,,0.322753,"STAT6, FZD6, BIRC2, PPP2R1B, EIF2S1, IL4R, RCHY1, UBE4A, LAMTOR3, RALBP1",hsa04514
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000778,HSC-3,907061,HNSC,aero_digestive_tract,head_and_neck,,-1.60013,"SFRP5, IL24, CSF2, IL1A, KRT14, WNT3A, CSF3, IL1B, WNT7A, LPAR3",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000781,NCI-H2023,1240187,LUAD,lung,lung_NSCLC_adenocarcinoma,,1.6800568,"NPR1, COL4A4, PF4, PDE3A, COL4A3, NPY1R, HTR1B, CAMK2A, LAMC3, RSPO3",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000783,CAMA-1,946382,BRCA,breast,breast,,3.1086695,"LDHB, CASP9, CFLAR, VEGFB, CAPN2, CDK6, ADCY7, DDB2, GADD45A, GTF2B",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000784,KYSE-70,753576,ESCA,aero_digestive_tract,oesophagus,,2.5378358,"ADRA1A, MC2R, NOS1, IL1A, NTRK2, PDGFRB, NTRK1, CALML6, SOST, CFLAR",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000786,Daudi,906831,UNCLASSIFIED,blood,Burkitt_lymphoma,,2.083073,"CSNK1G3, UBE2D1, ABI2, CTNNA1, CXCR5, CDKN1B, ALDOB, TLR9, STRADB, CCL4L2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000787,LXF-289,753592,LUAD,lung,lung_NSCLC_adenocarcinoma,,-0.65416026,"STK11, GYS1, DBI, RRM2, CALM3, RBX1, E2F1, MAD2L1, GNG10, YWHAB",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000788,A2058,906792,SKCM,skin,melanoma,,2.467696,"CTLA4, TYR, THBS2, DKK1, DCT, PDE3A, TLE7, MPZ, CDKN1C, EDNRB",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000789,NCI-H810,925341,UNCLASSIFIED,lung,lung_NSCLC_large_cell,,3.9359899,"CHRM5, PPP3R2, PLCG2, GRIN3A, TGFB3, PTK2, PIK3R1, WNT7A, CACNG3, ITGA7",hsa04310
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000790,SHP-77,724872,SCLC,lung,lung_small_cell_carcinoma,,3.5638433,"CHRM5, PLCG2, PIK3R1, TGFB3, ITGA7, CCL27, PRKCA, LIFR, CGA, NPPA",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000792,BFTC-909,910698,KIRC,kidney,kidney,,0.30447286,"UBE3A, TNFSF15, GP9, CCL4L2, PAK2, LPAR2, CAMK1G, CD1A, NCOR2, CD8B2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000793,KATOIII,907276,STAD,digestive_system,stomach,,1.9053907,"FGFR2, CTNNB1, PF4, PLA2G2F, CCL15, IHH, CLDN23, IL22RA1, IRAK1, CDC14A",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000794,BICR22,1240121,HNSC,aero_digestive_tract,head_and_neck,,0.00049180165,"MCM3, RRM2, MAD2L1, ANAPC15, CHEK1, ANAPC4, E2F1, CDK4, GTF2H2C, MRE11",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000798,CL-40,1240124,COREAD,digestive_system,large_intestine,,3.3312747,"PPBP, PF4, DKK4, COL6A6, ITGB4, WNT4, PCK1, FABP1, PLCB1, IHH",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000800,NCI-H446,688023,SCLC,lung,lung_small_cell_carcinoma,,2.336993,"HTR1A, TRHR, MC2R, PAK5, EIF4E1B, PIK3CA, SHC2, PDE1A, FGF21, PDGFD",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000802,BFTC-905,910926,BLCA,urogenital_system,bladder,,0.47559178,"IFNL1, CXCL10, HCAR2, VAV3, CXCL11, HRAS, HCAR3, ACVR1C, IL19, IGF2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000803,COLO-668,910692,SCLC,lung,lung_small_cell_carcinoma,,4.4219,"CTNNA1, RXRA, CDK7, EFNA4, MAP2K2, SEM1, MYC, TPCN2, CAMK2G, PIK3CB",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000804,NB1,949179,NB,nervous_system,neuroblastoma,,3.3861759,"SV2C, ADCYAP1R1, CCL21, CHRM1, CNGB1, RET, FGF10, ATP2B3, PGR, VIPR2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000805,COLO-679,906818,SKCM,skin,melanoma,,3.5137362,"PLN, TAF7L, BIRC7, DCT, TYR, NRG3, MPZ, EDN3, CTLA4, INHBE",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000806,L-540,907323,UNCLASSIFIED,blood,Hodgkin_lymphoma,,1.8377126,"PLA2G2D, COL6A5, IL26, IL2RA, PIK3R6, IL2RB, PRF1, POMC, CD2, IL10RA",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000809,KYSE-410,753574,ESCA,aero_digestive_tract,oesophagus,,1.4135197,"BRAP, IKBKG, FKBP5, PKN3, CCNE1, ARRB2, PKN1, SLC25A6, TOLLIP, PIK3R2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000811,SK-OV-3,905959,OV,urogenital_system,ovary,,0.0019158088,"COL4A3, WNT7A, FGF18, IBSP, NLGN4X, PTPRB, CDC42, GDF7, RHOBTB2, FGF22",hsa04024
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000815,KM-H2,909976,UNCLASSIFIED,blood,Hodgkin_lymphoma,,3.3598301,"IL12B, IL21, CR2, CASP8, INHBE, TNFRSF4, RASGRP2, MYLPF, GRIN2C, LTA",hsa04310
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000816,NCI-H524,908483,SCLC,lung,lung_small_cell_carcinoma,,1.5154997,"CSNK1D, PPP2R3B, CFLAR, CASP8, TNFRSF1A, POLD4, STAT6, NFKB2, SHC1, EFNA4",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000817,RPMI-8226,905964,MM,blood,myeloma,,1.1907712,"GNG10, HK1, PAK1, UBE2C, PTK2, PPP2R2D, ACTN1, GNAQ, CRKL, RRAS2",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000818,BT-483,949093,BRCA,breast,breast,,5.5928316,"IL20, EIF4E1B, LPAR4, KRT32, PIK3CA, SHC2, P2RX2, BCAR1, PDGFD, NPY1R",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000819,LN-18,1240168,GBM,nervous_system,glioma,,1.7189645,"ANGPT4, MRAS, PRKCZ, SCP2, FGF7, MKNK1, TSLP, LAMB4, SOS2, MAP3K13",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000821,EJM,1297447,MM,blood,lymphoid_neoplasm_other,,3.240921,"CXCL13, PPP1CB, IL5RA, SAE1, SYCP3, CD8B, TCF7L1, CD8B2, DAPP1, FLT3","hsa04310, hsa04151"
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000822,SK-MEL-24,909725,SKCM,skin,melanoma,,3.036279,"TF, MPZ, GTF2A1L, TYR, GDNF, SHC4, PLA2G5, HLA-DQA1, LRP2, EDNRB",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000823,KYSE-140,753573,ESCA,aero_digestive_tract,oesophagus,,0.25393102,"GTF2H2, CLDN20, IFNA5, TIRAP, GTF2A1L, RAP1B, ARPC4, CX3CL1, ACP1, CXCL14",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000824,KYSE-510,907321,ESCA,aero_digestive_tract,oesophagus,,1.8061535,"IL22RA2, CXCR2, NTF4, CXCL17, FADD, BMP5, CNGB1, KRT15, WNT4, OLR1",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000825,HOP-92,905973,UNCLASSIFIED,lung,lung_NSCLC_large_cell,,2.237274,"GDF5, ATP1A2, VCAM1, POLD3, WEE1, CPT1B, XRCC3, SNW1, HHATL, BLM",
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000827,WM793B,1299081,SKCM,skin,melanoma,,0.6729469,"EIF4B, MTCP1, TUBA4A, WDR59, RFNG, MCM2, P2RX4, INSR, RBL2, PTPN6",hsa04514
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,ACH-000828,ZR-75-30,909907,BRCA,breast,breast,,4.333813,"SELE, CHRM1, EGLN2, FMOD, TLR5, PRLR, CREB3L4, CACNA1D, ERBB2, EGF",
